State_Code_Dest,County_Code_Dest,State_Code_Origin,County_Code_Origin,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,037,26,161,MI,Washtenaw County,13,24,"1,129",,
26,037,17,031,IL,Cook County,12,22,568,,
26,037,26,139,MI,Ottawa County,11,18,318,,
26,037,26,015,MI,Barry County,10,25,695,,
26,037,58,000,SS,Other Flows - Same State,164,267,"5,329",,
26,037,59,000,DS,Other Flows - Diff State,319,635,"14,541",,
26,037,59,001,DS,Other Flows - Northeast,33,67,"1,780",,
26,037,59,003,DS,Other Flows - Midwest,87,192,"4,567",,
26,037,59,005,DS,Other Flows - South,134,267,"5,750",,
26,037,59,007,DS,Other Flows - West,65,109,"2,443",,
26,037,57,009,FR,Foreign - Other flows,52,66,"2,511",,
26,039,96,000,MI,Crawford County Tot Mig-US & For,371,698,"12,166",,
26,039,97,000,MI,Crawford County Tot Mig-US,371,698,"12,166",,
26,039,97,001,MI,Crawford County Tot Mig-Same St,289,546,"9,560",,
26,039,97,003,MI,Crawford County Tot Mig-Diff St,82,152,"2,606",,
26,039,98,000,MI,Crawford County Tot Mig-Foreign,d,d,d,,
26,039,26,039,MI,Crawford County Non-Migrants,"5,090","10,660","199,810",,
26,039,26,143,MI,Roscommon County,40,81,"1,162",,
26,039,26,137,MI,Otsego County,36,63,804,,
26,039,26,125,MI,Oakland County,24,50,"1,084",,
26,039,26,163,MI,Wayne County,21,45,748,,
26,039,26,099,MI,Macomb County,16,39,752,,
26,039,26,145,MI,Saginaw County,13,25,594,,
26,039,26,049,MI,Genesee County,12,29,292,,
26,039,26,079,MI,Kalkaska County,12,19,282,,
26,039,58,000,SS,Other Flows - Same State,115,195,"3,842",,
26,039,59,000,DS,Other Flows - Diff State,82,152,"2,606",,
26,041,96,000,MI,Delta County Tot Mig-US & For,552,"1,021","17,789",,
26,041,97,000,MI,Delta County Tot Mig-US,552,"1,021","17,789",,
26,041,97,001,MI,Delta County Tot Mig-Same St,299,547,"9,373",,
26,041,97,003,MI,Delta County Tot Mig-Diff St,253,474,"8,416",,
26,041,98,000,MI,Delta County Tot Mig-Foreign,d,d,d,,
26,041,26,041,MI,Delta County Non-Migrants,"15,092","31,791","674,127",,
26,041,26,109,MI,Menominee County,48,80,"1,611",,
26,041,26,103,MI,Marquette County,46,86,"1,482",,
26,041,55,009,WI,Brown County,22,32,715,,
26,041,26,153,MI,Schoolcraft County,17,37,463,,
26,041,26,043,MI,Dickinson County,13,21,214,,
26,041,26,163,MI,Wayne County,13,22,321,,
26,041,26,003,MI,Alger County,11,20,439,,
26,041,58,000,SS,Other Flows - Same State,151,281,"4,842",,
26,041,59,000,DS,Other Flows - Diff State,231,442,"7,702",,
26,041,59,001,DS,Other Flows - Northeast,14,21,365,,
26,041,59,003,DS,Other Flows - Midwest,123,246,"4,950",,
26,041,59,005,DS,Other Flows - South,53,100,"1,646",,
26,041,59,007,DS,Other Flows - West,41,75,741,,
26,043,96,000,MI,Dickinson Count Tot Mig-US & For,511,865,"16,874",,
26,043,97,000,MI,Dickinson Count Tot Mig-US,511,865,"16,874",,
26,043,97,001,MI,Dickinson Count Tot Mig-Same St,189,320,"5,333",,
26,043,97,003,MI,Dickinson Count Tot Mig-Diff St,322,545,"11,541",,
26,043,98,000,MI,Dickinson Count Tot Mig-Foreign,d,d,d,,
26,043,26,043,MI,Dickinson Count Non-Migrants,"10,581","22,475","534,121",,
26,043,55,037,WI,Florence County,47,76,"1,381",,
26,043,55,075,WI,Marinette County,47,68,"1,016",,
26,043,26,103,MI,Marquette County,29,56,952,,
26,043,26,041,MI,Delta County,28,49,571,,
26,043,26,071,MI,Iron County,27,41,840,,
26,043,26,109,MI,Menominee County,23,40,446,,
26,043,55,009,WI,Brown County,22,39,720,,
26,043,58,000,SS,Other Flows - Same State,82,134,"2,524",,
26,043,59,000,DS,Other Flows - Diff State,206,362,"8,424",,
26,045,96,000,MI,Eaton County Tot Mig-US & For,"3,427","5,971","113,731",,
26,045,97,000,MI,Eaton County Tot Mig-US,"3,416","5,952","113,431",,
26,045,97,001,MI,Eaton County Tot Mig-Same St,"2,870","5,019","93,769",,
26,045,97,003,MI,Eaton County Tot Mig-Diff St,546,933,"19,662",,
26,045,98,000,MI,Eaton County Tot Mig-Foreign,11,19,300,,
26,045,26,045,MI,Eaton County Non-Migrants,"40,994","88,254","2,284,647",,
26,045,26,065,MI,Ingham County,"1,534","2,738","47,668",,
26,045,26,037,MI,Clinton County,247,414,"8,846",,
26,045,26,025,MI,Calhoun County,111,208,"4,257",,
26,045,26,067,MI,Ionia County,102,189,"3,068",,
26,045,26,081,MI,Kent County,91,122,"2,689",,
26,045,26,015,MI,Barry County,76,157,"2,538",,
26,045,26,075,MI,Jackson County,69,113,"2,158",,
26,045,26,163,MI,Wayne County,54,103,"1,901",,
26,045,26,049,MI,Genesee County,50,89,"2,381",,
26,045,26,125,MI,Oakland County,50,79,"2,076",,
26,045,26,077,MI,Kalamazoo County,45,76,"1,548",,
26,045,26,155,MI,Shiawassee County,38,76,"1,270",,
26,045,26,139,MI,Ottawa County,28,48,"1,158",,
26,045,26,145,MI,Saginaw County,26,53,"1,375",,
26,045,26,073,MI,Isabella County,25,38,628,,
26,045,26,093,MI,Livingston County,25,54,"1,013",,
26,045,26,099,MI,Macomb County,25,40,"1,133",,
26,045,26,161,MI,Washtenaw County,24,33,681,,
26,045,17,031,IL,Cook County,14,20,407,,
26,045,26,107,MI,Mecosta County,12,20,337,,
26,045,04,013,AZ,Maricopa County,11,16,429,,
26,045,26,017,MI,Bay County,11,19,584,,
26,045,26,057,MI,Gratiot County,11,20,258,,
26,045,26,117,MI,Montcalm County,11,21,312,,
26,045,26,121,MI,Muskegon County,11,12,290,,
26,045,26,035,MI,Clare County,10,15,260,,
26,045,58,000,SS,Other Flows - Same State,184,282,"5,339",,
26,045,59,000,DS,Other Flows - Diff State,521,897,"18,826",,
26,045,59,001,DS,Other Flows - Northeast,47,59,"1,646",,
26,045,59,003,DS,Other Flows - Midwest,152,284,"6,640",,
26,045,59,005,DS,Other Flows - South,228,401,"7,060",,
26,045,59,007,DS,Other Flows - West,94,153,"3,481",,
26,045,57,009,FR,Foreign - Other flows,11,19,300,,
26,047,96,000,MI,Emmet County Tot Mig-US & For,943,"1,672","58,570",,
26,047,97,000,MI,Emmet County Tot Mig-US,943,"1,672","58,570",,
26,047,97,001,MI,Emmet County Tot Mig-Same St,698,"1,241","41,420",,
26,047,97,003,MI,Emmet County Tot Mig-Diff St,245,431,"17,150",,
26,047,98,000,MI,Emmet County Tot Mig-Foreign,d,d,d,,
26,047,26,047,MI,Emmet County Non-Migrants,"12,617","26,616","738,870",,
26,047,26,029,MI,Charlevoix County,141,263,"4,546",,
26,047,26,031,MI,Cheboygan County,116,237,"3,299",,
26,047,26,125,MI,Oakland County,38,70,"2,775",,
26,047,26,163,MI,Wayne County,34,57,"9,042",,
26,047,26,055,MI,Grand Traverse County,28,39,904,,
26,047,26,081,MI,Kent County,27,50,"1,848",,
26,047,26,137,MI,Otsego County,22,35,688,,
26,047,26,065,MI,Ingham County,21,30,"1,787",,
26,047,26,099,MI,Macomb County,19,35,"1,074",,
26,047,26,009,MI,Antrim County,15,25,372,,
26,047,26,033,MI,Chippewa County,13,23,380,,
26,047,26,049,MI,Genesee County,13,18,"5,673",,
26,047,26,073,MI,Isabella County,12,24,523,,
26,047,26,145,MI,Saginaw County,12,26,435,,
26,047,26,161,MI,Washtenaw County,12,13,267,,
26,047,58,000,SS,Other Flows - Same State,175,296,"7,808",,
26,047,59,000,DS,Other Flows - Diff State,245,431,"17,150",,
26,047,59,001,DS,Other Flows - Northeast,16,27,509,,
26,047,59,003,DS,Other Flows - Midwest,66,125,"8,048",,
26,047,59,005,DS,Other Flows - South,93,171,"5,538",,
26,047,59,007,DS,Other Flows - West,70,108,"3,055",,
26,049,96,000,MI,Genesee County Tot Mig-US & For,"5,533","10,046","196,191",,
26,049,97,000,MI,Genesee County Tot Mig-US,"5,459","9,936","194,279",,
26,049,97,001,MI,Genesee County Tot Mig-Same St,"3,906","6,976","141,893",,
26,049,97,003,MI,Genesee County Tot Mig-Diff St,"1,553","2,960","52,385",,
26,049,98,000,MI,Genesee County Tot Mig-Foreign,74,110,"1,912",,
26,049,26,049,MI,Genesee County Non-Migrants,"161,933","347,151","8,075,254",,
26,049,26,125,MI,Oakland County,"1,036","1,920","45,803",,
26,049,26,087,MI,Lapeer County,417,751,"12,220",,
26,049,26,145,MI,Saginaw County,325,536,"10,216",,
26,049,26,093,MI,Livingston County,258,479,"9,262",,
26,049,26,155,MI,Shiawassee County,234,434,"7,197",,
26,049,26,163,MI,Wayne County,233,454,"8,384",,
26,049,26,099,MI,Macomb County,164,314,"7,669",,
26,049,26,157,MI,Tuscola County,151,273,"4,661",,
26,049,26,065,MI,Ingham County,118,172,"3,184",,
26,049,26,161,MI,Washtenaw County,116,184,"3,574",,
26,049,26,081,MI,Kent County,62,100,"1,445",,
26,049,26,017,MI,Bay County,59,96,"2,397",,
26,049,04,013,AZ,Maricopa County,46,83,"1,375",,
26,049,26,069,MI,Iosco County,45,82,959,,
26,049,26,147,MI,St Clair County,42,81,"1,680",,
26,049,26,073,MI,Isabella County,35,54,"1,029",,
26,049,26,111,MI,Midland County,35,44,"1,062",,
26,049,26,143,MI,Roscommon County,33,51,"1,027",,
26,049,57,005,FR,Foreign - APO/FPO ZIPs,31,43,771,,
26,049,26,045,MI,Eaton County,29,59,"1,189",,
26,049,17,031,IL,Cook County,28,49,873,,
26,049,06,073,CA,San Diego County,27,58,570,,
26,049,26,051,MI,Gladwin County,26,46,679,,
26,049,12,103,FL,Pinellas County,25,36,656,,
26,049,26,151,MI,Sanilac County,25,51,899,,
26,049,26,035,MI,Clare County,24,49,564,,
26,049,26,077,MI,Kalamazoo County,23,30,738,,
26,049,06,037,CA,Los Angeles County,22,38,"1,199",,
26,049,26,055,MI,Grand Traverse County,22,46,"4,092",,
26,049,26,129,MI,Ogemaw County,21,36,520,,
26,049,26,011,MI,Arenac County,20,36,630,,
26,049,32,003,NV,Clark County,20,32,414,,
26,049,48,201,TX,Harris County,20,38,561,,
26,049,12,071,FL,Lee County,19,26,513,,
26,049,26,037,MI,Clinton County,19,34,827,,
26,049,26,075,MI,Jackson County,17,24,387,,
26,049,48,027,TX,Bell County,17,43,526,,
26,049,12,101,FL,Pasco County,16,20,488,,
26,049,18,097,IN,Marion County,16,28,485,,
26,049,39,035,OH,Cuyahoga County,16,36,"1,086",,
26,049,39,095,OH,Lucas County,16,29,359,,
26,049,26,063,MI,Huron County,15,26,543,,
26,049,47,037,TN,Davidson County,15,28,257,,
26,049,39,049,OH,Franklin County,14,21,366,,
26,049,12,081,FL,Manatee County,13,20,374,,
26,049,21,111,KY,Jefferson County,13,16,248,,
26,049,26,025,MI,Calhoun County,13,20,438,,
26,049,26,115,MI,Monroe County,13,23,382,,
26,049,26,137,MI,Otsego County,13,15,289,,
26,049,12,015,FL,Charlotte County,12,28,677,,
26,049,12,115,FL,Sarasota County,12,33,498,,
26,049,13,121,GA,Fulton County,12,21,481,,
26,049,12,057,FL,Hillsborough County,11,17,357,,
26,049,26,009,MI,Antrim County,11,17,359,,
26,049,26,033,MI,Chippewa County,11,24,248,,
26,049,26,057,MI,Gratiot County,11,18,340,,
26,049,26,091,MI,Lenawee County,11,15,455,,
26,049,26,107,MI,Mecosta County,11,20,441,,
26,049,26,165,MI,Wexford County,11,20,376,,
26,049,12,009,FL,Brevard County,10,16,163,,
26,049,12,031,FL,Duval County,10,19,194,,
26,049,12,099,FL,Palm Beach County,10,16,448,,
26,049,13,089,GA,Dekalb County,10,16,155,,
26,049,26,031,MI,Cheboygan County,10,17,334,,
26,049,26,101,MI,Manistee County,10,20,173,,
26,049,26,121,MI,Muskegon County,10,15,291,,
26,049,26,139,MI,Ottawa County,10,15,214,,
26,049,47,157,TN,Shelby County,10,20,284,,
26,049,48,113,TX,Dallas County,10,17,225,,
26,049,51,810,VA,Virginia Beach city,10,21,336,,
26,049,58,000,SS,Other Flows - Same State,157,275,"4,716",,
26,049,59,000,DS,Other Flows - Diff State,"1,093","2,135","38,213",,
26,049,59,001,DS,Other Flows - Northeast,112,205,"3,933",,
26,049,59,003,DS,Other Flows - Midwest,250,534,"10,795",,
26,049,59,005,DS,Other Flows - South,592,"1,130","18,568",,
26,049,59,007,DS,Other Flows - West,139,266,"4,917",,
26,049,57,009,FR,Foreign - Other flows,43,67,"1,141",,
26,051,96,000,MI,Gladwin County Tot Mig-US & For,576,"1,098","23,249",,
26,051,97,000,MI,Gladwin County Tot Mig-US,576,"1,098","23,249",,
26,051,97,001,MI,Gladwin County Tot Mig-Same St,473,904,"19,657",,
26,051,97,003,MI,Gladwin County Tot Mig-Diff St,103,194,"3,592",,
26,051,98,000,MI,Gladwin County Tot Mig-Foreign,d,d,d,,
26,051,26,051,MI,Gladwin County Non-Migrants,"9,692","20,476","390,363",,
26,051,26,111,MI,Midland County,77,144,"2,863",,
26,051,26,163,MI,Wayne County,53,94,"2,799",,
26,051,26,017,MI,Bay County,42,69,"1,644",,
26,051,26,049,MI,Genesee County,39,77,"1,890",,
26,051,26,125,MI,Oakland County,36,76,"2,505",,
26,051,26,035,MI,Clare County,33,63,683,,
26,051,26,099,MI,Macomb County,33,73,"2,883",,
26,051,26,145,MI,Saginaw County,29,49,989,,
26,051,26,073,MI,Isabella County,17,31,437,,
26,051,26,129,MI,Ogemaw County,11,23,178,,
26,051,58,000,SS,Other Flows - Same State,103,205,"2,787",,
26,051,59,000,DS,Other Flows - Diff State,103,194,"3,592",,
26,053,96,000,MI,Gogebic County Tot Mig-US & For,326,597,"11,172",,
26,053,97,000,MI,Gogebic County Tot Mig-US,326,597,"11,172",,
26,053,97,001,MI,Gogebic County Tot Mig-Same St,96,177,"2,931",,
26,053,97,003,MI,Gogebic County Tot Mig-Diff St,230,420,"8,241",,
26,053,98,000,MI,Gogebic County Tot Mig-Foreign,d,d,d,,
26,053,26,053,MI,Gogebic County Non-Migrants,"5,934","11,589","234,185",,
26,053,55,051,WI,Iron County,41,71,867,,
26,053,26,131,MI,Ontonagon County,22,45,906,,
26,053,55,125,WI,Vilas County,13,21,243,,
26,053,17,097,IL,Lake County,10,14,389,,
26,053,26,103,MI,Marquette County,10,15,280,,
26,053,58,000,SS,Other Flows - Same State,64,117,"1,746",,
26,053,59,000,DS,Other Flows - Diff State,166,314,"6,740",,
26,055,96,000,MI,Grand Traverse Tot Mig-US & For,"2,430","4,280","94,924",,
26,055,97,000,MI,Grand Traverse Tot Mig-US,"2,410","4,247","94,385",,
26,055,97,001,MI,Grand Traverse Tot Mig-Same St,"1,788","3,103","64,635",,
26,055,97,003,MI,Grand Traverse Tot Mig-Diff St,622,"1,144","29,750",,
26,055,98,000,MI,Grand Traverse Tot Mig-Foreign,20,33,538,,
26,055,26,055,MI,Grand Traverse Non-Migrants,"33,601","69,574","1,919,383",,
26,055,26,089,MI,Leelanau County,220,391,"7,588",,
26,055,26,019,MI,Benzie County,149,272,"3,953",,
26,055,26,009,MI,Antrim County,126,235,"4,332",,
26,055,26,079,MI,Kalkaska County,125,212,"3,053",,
26,055,26,165,MI,Wexford County,117,242,"3,926",,
26,055,26,081,MI,Kent County,83,146,"4,815",,
26,055,26,125,MI,Oakland County,74,117,"3,998",,
26,055,26,163,MI,Wayne County,60,94,"2,622",,
26,055,26,101,MI,Manistee County,56,82,"1,402",,
26,055,26,065,MI,Ingham County,55,87,"2,162",,
26,055,26,049,MI,Genesee County,42,74,"1,106",,
26,055,26,099,MI,Macomb County,40,59,"1,715",,
26,055,26,029,MI,Charlevoix County,38,69,"1,119",,
26,055,26,161,MI,Washtenaw County,32,54,"2,034",,
26,055,26,137,MI,Otsego County,31,49,894,,
26,055,26,047,MI,Emmet County,28,52,850,,
26,055,26,073,MI,Isabella County,26,37,800,,
26,055,26,077,MI,Kalamazoo County,26,46,883,,
26,055,26,145,MI,Saginaw County,26,52,"1,131",,
26,055,26,121,MI,Muskegon County,24,39,"1,881",,
26,055,26,111,MI,Midland County,22,32,691,,
26,055,26,007,MI,Alpena County,21,33,774,,
26,055,17,031,IL,Cook County,20,27,756,,
26,055,26,103,MI,Marquette County,17,25,582,,
26,055,26,107,MI,Mecosta County,17,25,262,,
26,055,26,139,MI,Ottawa County,16,23,381,,
26,055,12,071,FL,Lee County,15,26,965,,
26,055,26,031,MI,Cheboygan County,15,23,320,,
26,055,04,013,AZ,Maricopa County,14,29,"1,242",,
26,055,26,045,MI,Eaton County,14,26,"1,142",,
26,055,26,105,MI,Mason County,14,25,376,,
26,055,26,143,MI,Roscommon County,14,33,281,,
26,055,06,073,CA,San Diego County,13,19,540,,
26,055,26,037,MI,Clinton County,13,22,835,,
26,055,26,017,MI,Bay County,12,23,407,,
26,055,26,025,MI,Calhoun County,12,16,458,,
26,055,26,133,MI,Osceola County,12,18,355,,
26,055,26,033,MI,Chippewa County,11,19,248,,
26,055,26,061,MI,Houghton County,11,13,289,,
26,055,26,113,MI,Missaukee County,11,29,265,,
26,055,06,037,CA,Los Angeles County,10,17,628,,
26,055,26,075,MI,Jackson County,10,16,522,,
26,055,26,147,MI,St Clair County,10,20,493,,
26,055,53,033,WA,King County,10,15,451,,
26,055,58,000,SS,Other Flows - Same State,158,273,"5,687",,
26,055,59,000,DS,Other Flows - Diff State,540,"1,011","25,167",,
26,055,59,001,DS,Other Flows - Northeast,54,95,"3,130",,
26,055,59,003,DS,Other Flows - Midwest,147,289,"7,408",,
26,055,59,005,DS,Other Flows - South,205,386,"8,730",,
26,055,59,007,DS,Other Flows - West,134,241,"5,900",,
26,055,57,009,FR,Foreign - Other flows,20,33,538,,
26,057,96,000,MI,Gratiot County Tot Mig-US & For,787,"1,544","25,524",,
26,057,97,000,MI,Gratiot County Tot Mig-US,787,"1,544","25,524",,
26,057,97,001,MI,Gratiot County Tot Mig-Same St,642,"1,274","21,010",,
26,057,97,003,MI,Gratiot County Tot Mig-Diff St,145,270,"4,514",,
26,057,98,000,MI,Gratiot County Tot Mig-Foreign,d,d,d,,
26,057,26,057,MI,Gratiot County Non-Migrants,"14,190","31,346","631,483",,
26,057,26,073,MI,Isabella County,121,241,"3,686",,
26,057,26,117,MI,Montcalm County,89,169,"2,339",,
26,057,26,037,MI,Clinton County,76,157,"2,673",,
26,057,26,145,MI,Saginaw County,55,122,"2,724",,
26,057,26,065,MI,Ingham County,44,75,"1,515",,
26,057,26,111,MI,Midland County,39,76,"1,088",,
26,057,26,081,MI,Kent County,19,38,536,,
26,057,26,163,MI,Wayne County,18,33,612,,
26,057,26,155,MI,Shiawassee County,16,31,428,,
26,057,26,035,MI,Clare County,14,27,510,,
26,057,26,067,MI,Ionia County,12,29,392,,
26,057,26,125,MI,Oakland County,12,19,339,,
26,057,26,017,MI,Bay County,11,24,401,,
26,057,26,045,MI,Eaton County,11,23,567,,
26,057,58,000,SS,Other Flows - Same State,105,210,"3,198",,
26,057,59,000,DS,Other Flows - Diff State,145,270,"4,514",,
26,057,59,001,DS,Other Flows - Northeast,14,24,741,,
26,057,59,003,DS,Other Flows - Midwest,42,82,"1,076",,
26,057,59,005,DS,Other Flows - South,62,119,"1,939",,
26,057,59,007,DS,Other Flows - West,27,45,758,,
26,059,96,000,MI,Hillsdale Count Tot Mig-US & For,881,"1,774","30,035",,
26,059,97,000,MI,Hillsdale Count Tot Mig-US,881,"1,774","30,035",,
26,059,97,001,MI,Hillsdale Count Tot Mig-Same St,574,"1,158","18,240",,
26,059,97,003,MI,Hillsdale Count Tot Mig-Diff St,307,616,"11,795",,
26,059,98,000,MI,Hillsdale Count Tot Mig-Foreign,d,d,d,,
26,059,26,059,MI,Hillsdale Count Non-Migrants,"16,720","37,470","719,896",,
26,059,26,075,MI,Jackson County,142,304,"4,390",,
26,059,26,091,MI,Lenawee County,103,208,"2,718",,
26,059,26,023,MI,Branch County,94,214,"2,691",,
26,059,26,163,MI,Wayne County,54,99,"2,131",,
26,059,26,025,MI,Calhoun County,29,59,898,,
26,059,39,171,OH,Williams County,29,63,595,,
26,059,26,161,MI,Washtenaw County,23,43,835,,
26,059,26,115,MI,Monroe County,19,36,"1,011",,
26,059,18,151,IN,Steuben County,17,34,401,,
26,059,39,051,OH,Fulton County,14,22,612,,
26,059,26,077,MI,Kalamazoo County,13,19,358,,
26,059,39,095,OH,Lucas County,12,19,465,,
26,059,26,125,MI,Oakland County,10,19,453,,
26,059,58,000,SS,Other Flows - Same State,87,157,"2,755",,
26,059,59,000,DS,Other Flows - Diff State,235,478,"9,722",,
26,061,96,000,MI,Houghton County Tot Mig-US & For,808,"1,340","27,248",,
26,061,97,000,MI,Houghton County Tot Mig-US,711,"1,231","26,703",,
26,061,97,001,MI,Houghton County Tot Mig-Same St,361,587,"10,976",,
26,061,97,003,MI,Houghton County Tot Mig-Diff St,350,644,"15,727",,
26,061,98,000,MI,Houghton County Tot Mig-Foreign,97,109,545,,
26,061,26,061,MI,Houghton County Non-Migrants,"11,872","25,342","504,533",,
26,061,26,103,MI,Marquette County,41,62,907,,
26,061,26,013,MI,Baraga County,32,60,802,,
26,061,26,083,MI,Keweenaw County,29,49,481,,
26,061,26,131,MI,Ontonagon County,21,37,666,,
26,061,26,163,MI,Wayne County,20,36,786,,
26,061,26,081,MI,Kent County,18,19,381,,
26,061,26,125,MI,Oakland County,15,22,821,,
26,061,55,009,WI,Brown County,15,20,511,,
26,061,26,093,MI,Livingston County,12,13,386,,
26,061,26,043,MI,Dickinson County,10,19,259,,
26,061,58,000,SS,Other Flows - Same State,163,270,"5,487",,
26,061,59,000,DS,Other Flows - Diff State,335,624,"15,215",,
26,061,59,001,DS,Other Flows - Northeast,26,42,"1,264",,
26,061,59,003,DS,Other Flows - Midwest,146,275,"6,669",,
26,061,59,005,DS,Other Flows - South,94,183,"4,686",,
26,061,59,007,DS,Other Flows - West,69,124,"2,596",,
26,061,57,009,FR,Foreign - Other flows,97,109,545,,
26,063,96,000,MI,Huron County Tot Mig-US & For,480,834,"17,101",,
26,063,97,000,MI,Huron County Tot Mig-US,480,834,"17,101",,
26,063,97,001,MI,Huron County Tot Mig-Same St,378,672,"13,620",,
26,063,97,003,MI,Huron County Tot Mig-Diff St,102,162,"3,481",,
26,063,98,000,MI,Huron County Tot Mig-Foreign,d,d,d,,
26,063,26,063,MI,Huron County Non-Migrants,"14,134","29,435","615,721",,
26,063,26,157,MI,Tuscola County,63,118,"1,643",,
26,063,26,125,MI,Oakland County,52,89,"2,597",,
26,063,26,151,MI,Sanilac County,50,105,"1,697",,
26,063,26,099,MI,Macomb County,46,68,"1,955",,
26,063,26,017,MI,Bay County,25,37,607,,
26,063,26,145,MI,Saginaw County,19,26,"1,150",,
26,063,26,147,MI,St Clair County,19,33,703,,
26,063,26,163,MI,Wayne County,19,37,"1,010",,
26,063,26,049,MI,Genesee County,17,38,589,,
26,063,58,000,SS,Other Flows - Same State,68,121,"1,669",,
26,063,59,000,DS,Other Flows - Diff State,102,162,"3,481",,
26,063,59,001,DS,Other Flows - Northeast,10,13,286,,
26,063,59,003,DS,Other Flows - Midwest,30,54,"1,113",,
26,063,59,005,DS,Other Flows - South,52,78,"1,432",,
26,063,59,007,DS,Other Flows - West,10,17,650,,
26,065,96,000,MI,Ingham County Tot Mig-US & For,"7,870","12,578","242,128",,
26,065,97,000,MI,Ingham County Tot Mig-US,"7,432","12,096","239,280",,
26,065,97,001,MI,Ingham County Tot Mig-Same St,"5,393","8,578","162,670",,
26,065,97,003,MI,Ingham County Tot Mig-Diff St,"2,039","3,518","76,610",,
26,065,98,000,MI,Ingham County Tot Mig-Foreign,438,482,"2,848",,
26,065,26,065,MI,Ingham County Non-Migrants,"94,272","193,662","5,324,651",,
26,065,26,045,MI,Eaton County,"1,402","2,452","39,315",,
26,065,26,037,MI,Clinton County,726,"1,153","21,259",,
26,065,26,125,MI,Oakland County,296,407,"11,748",,
26,065,26,075,MI,Jackson County,263,469,"7,334",,
26,065,26,163,MI,Wayne County,257,396,"7,145",,
26,065,26,155,MI,Shiawassee County,252,406,"7,857",,
26,065,26,081,MI,Kent County,219,337,"6,042",,
26,065,26,093,MI,Livingston County,208,360,"8,837",,
26,065,26,049,MI,Genesee County,160,235,"4,305",,
26,065,26,161,MI,Washtenaw County,154,223,"4,658",,
26,065,26,099,MI,Macomb County,106,143,"3,132",,
26,065,26,077,MI,Kalamazoo County,103,142,"2,825",,
26,065,17,031,IL,Cook County,87,140,"3,758",,
26,065,26,073,MI,Isabella County,87,127,"2,498",,
26,065,26,067,MI,Ionia County,86,136,"2,822",,
26,065,26,145,MI,Saginaw County,84,132,"2,946",,
26,065,26,025,MI,Calhoun County,70,117,"1,594",,
26,065,26,057,MI,Gratiot County,58,99,"1,657",,
26,065,26,139,MI,Ottawa County,56,69,"1,364",,
26,065,04,013,AZ,Maricopa County,43,82,"1,322",,
26,065,26,055,MI,Grand Traverse County,38,59,"2,586",,
26,065,26,111,MI,Midland County,38,48,"1,402",,
26,065,26,121,MI,Muskegon County,38,53,680,,
26,065,06,037,CA,Los Angeles County,37,71,"1,899",,
26,065,26,091,MI,Lenawee County,37,53,"1,284",,
26,065,26,021,MI,Berrien County,31,40,636,,
26,065,26,147,MI,St Clair County,31,43,953,,
26,065,26,015,MI,Barry County,28,38,765,,
26,065,26,117,MI,Montcalm County,28,54,"2,564",,
26,065,26,017,MI,Bay County,24,32,916,,
26,065,26,005,MI,Allegan County,23,40,920,,
26,065,26,107,MI,Mecosta County,23,39,871,,
26,065,17,043,IL,Dupage County,22,34,693,,
26,065,26,059,MI,Hillsdale County,22,40,584,,
26,065,26,103,MI,Marquette County,22,30,528,,
26,065,26,047,MI,Emmet County,21,41,698,,
26,065,48,201,TX,Harris County,21,29,869,,
26,065,26,033,MI,Chippewa County,20,29,295,,
26,065,26,035,MI,Clare County,19,25,359,,
26,065,26,115,MI,Monroe County,19,23,538,,
26,065,36,061,NY,New York County,19,31,629,,
26,065,06,073,CA,San Diego County,18,35,514,,
26,065,26,087,MI,Lapeer County,18,22,370,,
26,065,51,059,VA,Fairfax County,18,33,929,,
26,065,12,095,FL,Orange County,17,35,529,,
26,065,18,141,IN,St Joseph County,16,28,694,,
26,065,25,017,MA,Middlesex County,16,28,988,,
26,065,39,049,OH,Franklin County,16,20,585,,
26,065,39,061,OH,Hamilton County,16,32,"1,023",,
26,065,04,019,AZ,Pima County,15,24,411,,
26,065,11,001,DC,District of Columbia,15,21,640,,
26,065,12,071,FL,Lee County,15,33,725,,
26,065,26,029,MI,Charlevoix County,15,18,336,,
26,065,26,157,MI,Tuscola County,15,20,250,,
26,065,26,165,MI,Wexford County,15,17,218,,
26,065,32,003,NV,Clark County,15,22,448,,
26,065,36,047,NY,Kings County,15,23,257,,
26,065,55,025,WI,Dane County,15,22,661,,
26,065,06,001,CA,Alameda County,14,19,865,,
26,065,18,003,IN,Allen County,14,24,498,,
26,065,18,097,IN,Marion County,14,23,350,,
26,065,26,159,MI,Van Buren County,14,19,443,,
26,065,29,189,MO,St Louis County,14,18,368,,
26,065,47,037,TN,Davidson County,14,25,750,,
26,065,49,035,UT,Salt Lake County,14,27,344,,
26,065,12,057,FL,Hillsborough County,13,21,327,,
26,065,26,023,MI,Branch County,13,17,288,,
26,065,26,137,MI,Otsego County,13,23,400,,
26,065,26,143,MI,Roscommon County,13,19,207,,
26,065,53,033,WA,King County,13,21,743,,
26,065,57,005,FR,Foreign - APO/FPO ZIPs,13,22,409,,
26,065,06,071,CA,San Bernardino County,12,14,235,,
26,065,12,086,FL,Miami Dade County,12,16,442,,
26,065,26,097,MI,Mackinac County,12,14,200,,
26,065,26,129,MI,Ogemaw County,12,20,212,,
