"d_fips","n_return_in","n_exempt_in","agi","year"
"17175",491,991,17706,2009
"17177",3587,6692,111482,2009
"17179",13929,25664,608979,2009
"17181",1243,2427,37492,2009
"17183",4994,9764,159312,2009
"17185",739,1359,21028,2009
"17187",1451,3015,45278,2009
"17189",1431,2907,50163,2009
"17191",915,1935,27403,2009
"17193",1119,2159,33344,2009
"17195",4280,7790,135903,2009
"17197",57143,113959,3029255,2009
"17199",7217,13434,256819,2009
"17201",19934,36746,783013,2009
"17203",3857,7623,181435,2009
"18000",442166,831789,16710419,2009
"18001",2043,3955,60331,2009
"18003",23980,44789,930237,2009
"18005",7644,15315,338924,2009
"18007",995,2091,31243,2009
"18009",1219,2287,31298,2009
"18011",7784,15780,512912,2009
"18013",1843,3423,71594,2009
"18015",1967,3923,67087,2009
"18017",3099,6551,84151,2009
"18019",14403,27192,486943,2009
"18021",2311,4487,71674,2009
"18023",2591,5259,78510,2009
"18025",911,1787,32453,2009
"18027",1735,3623,50850,2009
"18029",5180,9921,208214,2009
"18031",2363,4763,83949,2009
"18033",3703,7515,118632,2009
"18035",10204,17519,284311,2009
"18037",2813,5359,99555,2009
"18039",13100,26549,431930,2009
"18041",1903,3847,53961,2009
"18043",9994,19056,356226,2009
"18045",1643,3331,50468,2009
"18047",1911,4103,75120,2009
"18049",2011,4267,59460,2009
"18051",2515,5055,106569,2009
"18053",5183,10280,161697,2009
"18055",2628,5424,85353,2009
"18057",38977,76168,2546120,2009
"18059",8649,16919,387047,2009
"18061",3601,7225,123859,2009
"18063",20660,40816,937646,2009
"18065",4151,8118,129820,2009
"18067",6590,12102,219785,2009
"18069",2927,5711,99098,2009
"18071",3840,8406,122865,2009
"18073",3039,6047,107883,2009
"18075",1515,2987,40191,2009
"18077",2467,4783,85875,2009
"18079",2439,5259,65765,2009
"18081",20802,40455,833750,2009
"18083",2665,4923,83869,2009
"18085",6477,12870,289661,2009
"18087",2535,5347,74890,2009
"18089",34422,68928,1253481,2009
"18091",7898,15189,284731,2009
"18093",3307,6752,107465,2009
"18095",10757,20357,329002,2009
"18097",94635,158467,3317646,2009
"18099",3935,8141,136795,2009
"18101",767,1503,24029,2009
"18103",3498,6945,99628,2009
"18105",19124,29517,664845,2009
"18107",2816,5896,92306,2009
"18109",7516,15159,285026,2009
"18111",1311,2467,42561,2009
"18113",4173,8572,132725,2009
"18115",879,1639,34794,2009
"18117",1687,3207,46529,2009
"18119",2407,4819,76831,2009
"18121",1351,2683,47148,2009
"18123",1359,2595,42139,2009
"18125",1031,1963,31459,2009
"18127",16953,33278,755203,2009
"18129",2011,3811,74406,2009
"18131",1251,2591,33480,2009
"18133",3465,6726,131857,2009
"18135",2315,4939,58173,2009
"18137",2343,5003,89654,2009
"18139",1603,3375,50743,2009
"18141",20893,37511,784035,2009
"18143",2231,4431,62322,2009
"18145",4879,9658,170853,2009
"18147",1755,3611,60808,2009
"18149",2123,4319,62788,2009
"18151",3636,6942,146360,2009
"18153",1563,3215,47423,2009
"18155",931,2027,27422,2009
"18157",22794,37974,754309,2009
"18159",1459,3011,48627,2009
"18161",707,1511,19771,2009
"18163",16110,27937,561788,2009
"18165",1523,3131,43938,2009
"18167",9769,17603,325137,2009
"18169",2502,4793,71465,2009
"18171",887,1791,32046,2009
"18173",7011,14760,344919,2009
"18175",2385,4720,70144,2009
"18177",5257,9819,161626,2009
"18179",2095,4123,77824,2009
"18181",2263,4511,70490,2009
"18183",3191,6052,115071,2009
"19000",222807,399981,8633982,2009
"19001",699,1347,20574,2009
"19003",319,579,10831,2009
"19005",1143,2023,35155,2009
"19007",967,1827,30936,2009
"19009",475,927,16275,2009
"19011",2663,5239,110282,2009
"19013",12378,21198,490905,2009
"19015",2427,4279,83217,2009
"19017",2462,4632,106754,2009
"19019",1707,3239,57713,2009
"19021",2071,4371,63578,2009
"19023",1195,2375,44148,2009
"19025",851,1587,29696,2009
"19027",1543,3163,63379,2009
"19029",1079,2211,32884,2009
"19031",1687,3339,73995,2009
"19033",3988,7088,164629,2009
"19035",999,1943,29951,2009
"19037",971,1807,28327,2009
"19039",995,1915,29239,2009
"19041",1643,2923,56319,2009
"19043",1363,2591,40930,2009
"19045",3895,7244,136400,2009
"19047",1287,2931,36071,2009
"19049",11793,21400,736879,2009
"19051",643,1327,20472,2009
"19053",820,1520,27876,2009
"19055",1255,2407,43418,2009
"19057",4053,7638,134131,2009
"19059",1887,3535,86739,2009
"19061",6868,12040,270389,2009
"19063",863,1583,26051,2009
"19065",1783,3459,54455,2009
"19067",1263,2407,43653,2009
"19069",807,1679,24005,2009
"19071",747,1531,26648,2009
"19073",759,1443,29451,2009
"19075",1327,2707,59792,2009
"19077",1135,2243,55315,2009
"19079",1395,2619,45224,2009
"19081",847,1627,33681,2009
"19083",1403,2815,44601,2009
"19085",1311,2551,46720,2009
"19087",1731,3315,60627,2009
"19089",599,1147,19455,2009
"19091",775,1551,25039,2009
"19093",535,999,15375,2009
"19095",1651,3107,64952,2009
"19097",1519,2839,45432,2009
"19099",3263,6215,125175,2009
"19101",1808,3167,56888,2009
"19103",21687,33762,780167,2009
"19105",1587,2971,69994,2009
"19107",771,1495,24518,2009
"19109",1083,2055,35215,2009
"19111",2988,5636,91787,2009
"19113",19609,33608,799381,2009
"19115",1039,2055,30446,2009
"19117",771,1499,24055,2009
"19119",811,1747,25695,2009
"19121",1395,2815,64408,2009
"19123",1963,3587,58031,2009
"19125",2638,5005,107586,2009
"19127",3385,6760,114090,2009
"19129",1463,2991,55158,2009
"19131",711,1419,26171,2009
"19133",655,1159,19883,2009
"19135",635,1231,22915,2009
"19137",959,1871,32088,2009
"19139",3939,7752,148922,2009
"19141",1423,2891,42431,2009
"19143",571,1067,19082,2009
"19145",1131,2207,38775,2009
"19147",927,1723,29211,2009
"19149",2027,4091,125403,2009
"19151",691,1335,19316,2009
"19153",42415,71918,1742253,2009
"19155",9096,16250,331665,2009
"19157",1982,3695,82960,2009
"19159",383,759,12979,2009
"19161",771,1431,26070,2009
"19163",30886,53312,1297095,2009
"19165",991,1815,40065,2009
"19167",2128,4298,72500,2009
"19169",13687,21236,510780,2009
"19171",1311,2831,45791,2009
"19173",611,1271,20651,2009
"19175",1247,2479,84112,2009
"19177",627,1371,18877,2009
"19179",3252,6493,103731,2009
"19181",5087,9963,229833,2009
"19183",2257,4426,83854,2009
"19185",583,1215,17118,2009
"19187",3338,5884,107118,2009
"19189",959,1627,28719,2009
"19191",1527,2698,63830,2009
"19193",9243,17795,308891,2009
"19195",627,1179,17223,2009
"19197",1047,2147,37541,2009
"20000",227197,439660,8647611,2009
"20001",1175,2135,28819,2009
"20003",715,1475,21494,2009
"20005",1507,2951,47571,2009
"20007",479,947,17555,2009
"20009",2813,5555,88646,2009
"20011",1223,2683,39923,2009
"20013",855,1767,24583,2009
"20015",7573,16240,389101,2009
"20017",251,459,7865,2009
"20019",367,679,8177,2009
"20021",1883,4187,87269,2009
"20023",291,567,7431,2009
"20025",255,587,11471,2009
"20027",867,1895,29042,2009
"20029",1063,2067,30403,2009
"20031",951,1959,36882,2009
"20033",167,319,8391,2009
"20035",3469,7127,111773,2009
"20037",4043,7308,116646,2009
"20039",387,711,11435,2009
"20041",2626,5529,76739,2009
"20043",723,1399,20719,2009
"20045",16346,25238,539235,2009
"20047",419,843,12186,2009
"20049",295,595,8795,2009
"20051",3527,5679,112229,2009
"20053",583,1103,16463,2009
"20055",4788,10302,133048,2009
"20057",4328,10321,122720,2009
"20059",2539,5119,89285,2009
"20061",15332,33452,402895,2009
"20063",307,555,10159,2009
"20065",255,491,8247,2009
"20067",687,1739,25256,2009
"20069",699,1687,23908,2009
"20071",41,93,1439,2009
"20073",619,1335,18691,2009
"20075",323,867,10639,2009
"20077",503,1119,16650,2009
"20079",4044,8259,175703,2009
"20081",455,1207,15283,2009
"20083",151,339,5029,2009
"20085",1515,2955,44801,2009
"20087",1903,3891,71604,2009
"20089",271,463,8375,2009
"20091",62791,110899,3257005,2009
"20093",475,1139,21833,2009
"20095",763,1631,29163,2009
"20097",407,811,14163,2009
"20099",1771,3235,50015,2009
"20101",247,519,9239,2009
"20103",12155,30650,593688,2009
"20105",319,587,8906,2009
"20107",963,1839,36570,2009
"20109",255,539,8962,2009
"20111",3455,5685,101899,2009
"20113",3058,5745,109456,2009
"20115",1215,2507,41662,2009
"20117",779,1499,26407,2009
"20119",439,959,13409,2009
"20121",3513,6984,159044,2009
"20123",731,1471,22647,2009
"20125",3500,7215,112307,2009
"20127",567,1151,19047,2009
"20129",359,799,13607,2009
"20131",747,1491,25055,2009
"20133",1479,2911,40490,2009
"20135",263,567,8235,2009
"20137",519,927,12255,2009
"20139",1587,3223,52080,2009
"20141",463,979,13210,2009
"20143",795,1583,26011,2009
"20145",751,1567,21392,2009
"20147",543,1027,19131,2009
"20149",2892,6199,112707,2009
"20151",1111,2167,36896,2009
"20153",227,435,7717,2009
"20155",5434,10496,181278,2009
"20157",415,843,13026,2009
"20159",999,2127,29928,2009
"20161",16520,32244,497145,2009
"20163",419,823,11247,2009
"20165",371,675,10587,2009
"20167",679,1263,21574,2009
"20169",6073,11174,200994,2009
"20171",427,955,13506,2009
"20173",41052,78046,1660563,2009
"20175",2439,5987,70979,2009
"20177",15098,27753,561472,2009
"20179",175,355,5461,2009
"20181",795,1435,21330,2009
"20183",303,587,10185,2009
"20185",391,827,13747,2009
"20187",215,583,7475,2009
"20189",615,1323,23063,2009
"20191",2263,4403,77527,2009
"20193",1151,2123,33190,2009
"20195",319,635,13241,2009
"20197",763,1699,29234,2009
"20199",87,167,3013,2009
"20201",443,831,13019,2009
"20203",231,499,6699,2009
"20205",919,1891,26919,2009
"20207",379,663,11771,2009
"20209",18290,35607,532068,2009
"21000",296512,579686,10244563,2009
"21001",1353,3045,31791,2009
"21003",1539,3219,77791,2009
"21005",2687,5254,93278,2009
"21007",803,1507,24760,2009
"21009",3673,7513,105851,2009
"21011",1059,2167,30321,2009
"21013",1547,3323,39251,2009
"21015",18764,36779,821052,2009
"21017",2021,4323,78810,2009
"21019",4946,9888,180354,2009
"21021",3282,6603,109348,2009
"21023",867,1947,24746,2009
"21025",595,1227,14956,2009
"21027",1499,3251,41727,2009
"21029",8835,17137,316667,2009
"21031",835,1983,20390,2009
"21033",1015,2183,33339,2009
"21035",4152,7349,124872,2009
"21037",11579,19096,420282,2009
"21039",471,935,13144,2009
"21041",1371,3143,43382,2009
"21043",1739,3635,41696,2009
"21045",991,2059,24843,2009
"21047",15805,35577,324351,2009
"21049",3938,8047,129029,2009
"21051",887,1883,20856,2009
"21053",655,1375,18262,2009
"21055",611,1327,20901,2009
"21057",427,959,10975,2009
"21059",6792,13391,234898,2009
"21061",971,2055,25153,2009
"21063",375,883,10099,2009
"21065",915,1835,25352,2009
"21067",35637,59565,1290778,2009
"21069",1039,2131,26990,2009
"21071",2327,4595,76790,2009
"21073",4687,8218,151827,2009
"21075",711,1295,12934,2009
"21077",1091,2343,33112,2009
"21079",1959,4139,67868,2009
"21081",2919,6179,88055,2009
"21083",2419,5063,73116,2009
"21085",1555,3315,49356,2009
"21087",815,1703,19907,2009
"21089",3356,7185,130504,2009
"21091",707,1719,24256,2009
"21093",15650,36414,544130,2009
"21095",1275,2899,32452,2009
"21097",1487,3143,45734,2009
"21099",1335,2875,35844,2009
"21101",3635,6931,115764,2009
"21103",1635,3335,49599,2009
"21105",379,791,9106,2009
"21107",3114,6422,104873,2009
"21109",599,1287,13760,2009
"21111",56147,97569,2139667,2009
"21113",6542,13416,279775,2009
"21115",1499,3291,50414,2009
"21117",22474,39530,839959,2009
"21119",911,1875,23711,2009
"21121",2748,5858,67211,2009
"21123",1551,3215,42178,2009
"21125",5065,10517,161287,2009
"21127",1167,2579,33721,2009
"21129",423,871,10875,2009
"21131",551,1183,13552,2009
"21133",1143,2307,28483,2009
"21135",835,1727,19931,2009
"21137",2203,4587,62240,2009
"21139",1079,2139,33619,2009
"21141",2079,4467,58467,2009
"21143",911,1755,39138,2009
"21145",7371,13982,266052,2009
"21147",831,1647,22567,2009
"21149",723,1515,22986,2009
"21151",9174,16855,315877,2009
"21153",583,1315,14652,2009
"21155",1251,2423,33487,2009
"21157",3078,6275,114330,2009
"21159",547,1287,16461,2009
"21161",1735,3751,57572,2009
"21163",4437,10879,149323,2009
"21165",591,1167,15061,2009
"21167",1883,3651,61300,2009
"21169",923,1943,22223,2009
"21171",743,1735,18067,2009
"21173",3167,6671,100767,2009
"21175",667,1327,16018,2009
"21177",1847,3719,52564,2009
"21179",3933,7578,130344,2009
"21181",535,1183,15355,2009
"21183",1495,3251,42047,2009
"21185",6242,14320,440660,2009
"21187",963,1979,36088,2009
"21189",101,209,2491,2009
"21191",1375,2879,47657,2009
"21193",1703,3519,55304,2009
"21195",3603,7344,124606,2009
"21197",1179,2575,29104,2009
"21199",4622,9595,157169,2009
"21201",79,159,2637,2009
"21203",1099,2319,29324,2009
"21205",2577,4922,75690,2009
"21207",1275,2715,37086,2009
"21209",6277,12985,279265,2009
"21211",4623,9707,201584,2009
"21213",1907,3627,9940,2009
"21215",1959,3983,89363,2009
"21217",2126,4334,68967,2009
"21219",1193,2709,30131,2009
"21221",1287,2727,48723,2009
"21223",1051,2235,33306,2009
"21225",999,2011,26855,2009
"21227",12294,22800,438281,2009
"21229",887,1783,25174,2009
"21231",1303,2747,37894,2009
"21233",1155,2455,32539,2009
"21235",2924,6283,78124,2009
"21237",539,1167,14651,2009
"21239",2930,6094,120582,2009
"22000",327678,648368,12047230,2009
"22001",4327,9039,141379,2009
"22003",1899,4211,62105,2009
"22005",11608,25037,627534,2009
"22007",1739,3691,60965,2009
"22009",2263,4643,67481,2009
"22011",4023,9142,150141,2009
"22013",1399,3043,41435,2009
"22015",19449,40054,792110,2009
"22017",23763,44655,851468,2009
"22019",14682,28445,525892,2009
"22021",707,1499,27802,2009
"22023",619,1183,20236,2009
"22025",639,1451,19099,2009
"22027",1051,2235,38808,2009
"22029",1643,3811,50499,2009
"22031",2355,5027,97274,2009
"22033",41971,75269,1670424,2009
"22035",461,929,10906,2009
"22037",2115,4379,96541,2009
"22039",2091,4451,64802,2009
"22041",1343,2979,38900,2009
"22043",2323,5007,80167,2009
"22045",6217,13079,210199,2009
"22047",2487,5175,93304,2009
"22049",1243,2631,40779,2009
"22051",44934,86058,1562322,2009
"22053",2431,5127,83575,2009
"22055",24493,45285,1046044,2009
"22057",7732,15490,260868,2009
"22059",891,1887,33967,2009
"22061",5002,9501,178262,2009
"22063",13808,29042,492956,2009
"22065",587,1275,9875,2009
"22067",2043,4303,61212,2009
"22069",3408,6832,119962,2009
"22071",59802,106561,1961451,2009
"22073",12580,25588,427549,2009
"22075",3549,8118,133618,2009
"22077",1643,3367,53823,2009
"22079",10359,21182,372325,2009
"22081",667,1359,22584,2009
"22083",1771,3795,56005,2009
"22085",1563,3279,72079,2009
"22087",5975,12559,176146,2009
"22089",5546,11535,229577,2009
"22091",1291,2943,34726,2009
"22093",1523,3283,48754,2009
"22095",4862,10379,162548,2009
"22097",6727,14000,240451,2009
"22099",4919,10107,156351,2009
"22101",4532,9451,134764,2009
"22103",22039,45190,1150783,2009
"22105",11232,22375,379483,2009
"22107",447,955,11880,2009
"22109",8655,17632,335246,2009
"22111",1955,3999,69096,2009
"22113",4199,8395,158799,2009
"22115",12681,29336,344084,2009
"22117",3258,6534,93171,2009
"22119",3527,7591,121445,2009
"22121",2863,6127,102255,2009
"22123",911,1991,28122,2009
"22125",935,1971,56487,2009
"22127",1087,2379,33088,2009
"23000",88504,147807,3409932,2009
"23001",9650,16414,299108,2009
"23003",3967,7410,138657,2009
"23005",31731,50426,1400948,2009
"23007",2843,4805,102128,2009
"23009",5108,8325,259668,2009
"23011",10924,18629,378504,2009
"23013",3752,6203,166926,2009
"23015",3645,6178,144025,2009
"23017",4896,8743,172932,2009
"23019",12741,21195,427125,2009
"23021",1559,2773,48671,2009
"23023",5163,9161,205349,2009
"23025",4941,8760,147762,2009
"23027",4009,6944,141660,2009
"23029",2248,4026,86265,2009
"23031",19154,31817,797010,2009
"24000",450970,798713,21281518,2009
"24001",4353,7837,146913,2009
"24003",65355,119370,3327253,2009
"24005",85309,150716,3666800,2009
"24009",8393,16705,440815,2009
"24011",3364,6655,111995,2009
"24013",12241,22482,650376,2009
"24015",9639,18482,435318,2009
"24017",18011,35346,870735,2009
"24019",3284,5987,114562,2009
"24021",24211,45194,1300586,2009
"24023",1941,3487,77929,2009
"24025",23929,45933,1229050,2009
"24027",40186,73611,2460720,2009
"24029",1856,3317,97353,2009
"24031",106892,179951,6058467,2009
"24033",92435,163752,3483233,2009
"24035",4880,8860,290227,2009
"24037",12187,24371,575338,2009
"24039",1907,3395,58127,2009
"24041",4122,7095,253133,2009
"24043",13182,25236,511392,2009
"24045",9424,17168,319297,2009
"24047",6280,11005,283317,2009
"24510",71413,111272,2701950,2009
"25000",458405,699730,24136379,2009
"25001",18581,29780,1209620,2009
"25003",8074,12573,377125,2009
"25005",33832,57128,1479465,2009
"25007",1789,2675,88500,2009
"25009",55461,92510,2966288,2009
"25011",7113,11103,253247,2009
"25013",24670,41748,918655,2009
"25015",18754,27867,710671,2009
"25017",167498,248872,9320886,2009
"25019",2039,2653,69698,2009
"25021",79762,124888,4879847,2009
"25023",37946,64618,2224830,2009
"25025",124483,161716,5990127,2009
"25027",49040,83028,2452420,2009
"26000",566383,1021273,21552479,2009
"26001",947,1771,36749,2009
"26003",715,1291,25385,2009
"26005",10316,19884,392089,2009
"26007",2043,3736,70581,2009
"26009",2691,5183,265056,2009
"26011",1499,3015,46903,2009
"26013",603,1171,17984,2009
"26015",5057,9646,202118,2009
"26017",7531,12581,255801,2009
"26019",1919,3555,80958,2009
"26021",12445,23768,533389,2009
"26023",3451,6784,123534,2009
"26025",9764,17732,325760,2009
"26027",4547,9095,175201,2009
"26029",2455,4463,108704,2009
"26031",2244,4115,97448,2009
"26033",3006,5623,105653,2009
"26035",2935,5751,81662,2009
"26037",7622,13766,289555,2009
"26039",1231,2247,42213,2009
"26041",2434,4346,89358,2009
"26043",1930,3568,70859,2009
"26045",13263,23842,444562,2009
"26047",4000,6897,191465,2009
"26049",23327,42488,835864,2009
"26051",2323,4323,81819,2009
"26053",1259,2099,42277,2009
"26055",9944,17020,389785,2009
"26057",3244,6236,94653,2009
"26059",3809,7510,113402,2009
"26061",3396,5780,108689,2009
"26063",2152,4064,72598,2009
"26065",31862,50608,994879,2009
"26067",5058,9725,152381,2009
"26069",2595,4853,81786,2009
"26071",799,1335,31897,2009
"26073",7647,12194,202551,2009
"26075",9938,18038,337464,2009
"26077",25008,41314,932373,2009
"26079",1823,3459,53620,2009
"26081",45078,78895,1713661,2009
"26083",251,459,10767,2009
"26085",1311,2511,34775,2009
"26087",6761,12950,261680,2009
"26089",2521,4371,173224,2009
"26091",6782,12686,240975,2009
"26093",16555,30682,859598,2009
"26095",471,931,12915,2009
"26097",1199,2175,44220,2009
"26099",62391,119655,2345376,2009
"26101",1955,3503,70271,2009
"26103",5849,9655,205017,2009
"26105",2386,4615,84441,2009
"26107",4474,8098,135524,2009
"26109",1625,3021,66202,2009
"26111",7497,13729,393016,2009
"26113",1367,2923,40024,2009
"26115",11380,21755,461517,2009
"26117",6064,12472,172952,2009
"26119",923,1827,33631,2009
"26121",9884,18007,293922,2009
"26123",3947,8063,122157,2009
"26125",110815,201434,5337614,2009
"26127",2099,4347,62056,2009
"26129",2139,4087,63739,2009
"26131",507,847,14275,2009
"26133",2151,4275,59501,2009
"26135",703,1247,20759,2009
"26137",2581,4938,87870,2009
"26139",22058,41573,904552,2009
"26141",1007,1823,38834,2009
"26143",2579,4707,91462,2009
"26145",12397,21961,403604,2009
"26147",23825,32795,480416,2009
"26149",4304,8475,114954,2009
"26151",2827,5323,82065,2009
"26153",595,1023,20605,2009
"26155",5380,10053,170039,2009
"26157",3997,7826,110834,2009
"26159",7448,14556,269464,2009
"26161",45222,71510,1864214,2009
